iter	MultiClass
132	1.143064982
133	1.142482533
134	1.141782003
135	1.141248506
136	1.14074514
137	1.140186815
138	1.139551436
139	1.13902632
140	1.138359037
141	1.13768585
142	1.137277527
143	1.136671185
144	1.136197056
145	1.135699209
146	1.135076202
147	1.134670892
148	1.134219967
149	1.133663582
150	1.1330761
151	1.132590573
152	1.132080521
153	1.131594551
154	1.131124267
155	1.130637627
156	1.130195842
157	1.129598536
158	1.129095423
159	1.128715779
160	1.128349025
161	1.127831957
162	1.127328186
163	1.12678854
164	1.126290877
165	1.125919649
166	1.125439853
167	1.12494699
168	1.124492712
169	1.124150904
170	1.123659694
171	1.123174719
172	1.122765133
173	1.122323519
174	1.12193485
175	1.121605859
176	1.121260568
177	1.120832412
178	1.120572173
179	1.12029224
180	1.119952503
181	1.119648711
182	1.119428083
183	1.119021712
184	1.118660397
185	1.118340409
186	1.117961778
187	1.117807146
188	1.117402162
189	1.117007036
190	1.116636924
191	1.116166787
192	1.115853879
193	1.115564382
194	1.11507879
195	1.114677418
196	1.114471818
197	1.114123609
198	1.113795409
199	1.113510059
200	1.113218722
201	1.112858518
202	1.112654318
203	1.112429982
204	1.112201327
205	1.111804724
206	1.111383346
207	1.110945547
208	1.11069687
209	1.110378744
210	1.110254274
211	1.110091986
212	1.1099306
213	1.109753056
214	1.109450955
215	1.108973885
216	1.108860731
217	1.108552051
218	1.108339253
219	1.108169587
220	1.107789864
221	1.107470822
222	1.107185576
223	1.106827228
224	1.106610241
225	1.106343228
226	1.106080162
227	1.105865755
228	1.105553557
229	1.105362859
230	1.105039298
231	1.104810948
232	1.104524521
233	1.10430541
234	1.104038883
235	1.103687282
236	1.103459678
237	1.103210896
238	1.102908082
239	1.102651991
240	1.102383074
241	1.102073443
242	1.101764802
243	1.101619976
244	1.101482078
245	1.101301057
246	1.101061613
247	1.100885971
248	1.100701633
249	1.100348843
250	1.100207102
251	1.10001824
252	1.099807242
253	1.099512479
254	1.099371872
255	1.099181911
256	1.098998493
257	1.09879666
258	1.098594547
259	1.098419283
260	1.098251804
261	1.09795357
262	1.097844815
263	1.097596675
264	1.097438104
265	1.097163987
266	1.096899043
267	1.096779516
268	1.096508168
269	1.096319448
270	1.096102683
271	1.095905333
272	1.095746271
273	1.095519256
274	1.095330639
275	1.095197426
276	1.095029267
277	1.094761083
278	1.094559589
279	1.094465502
280	1.094349125
281	1.09409271
282	1.093891433
283	1.09379538
284	1.093606407
285	1.093459541
286	1.09334041
287	1.09319179
288	1.093051691
289	1.093008139
290	1.092808935
291	1.092683501
292	1.092513772
293	1.092383566
294	1.092252025
295	1.092088184
296	1.091895244
297	1.091738534
298	1.091569897
299	1.091456677
300	1.091304034
301	1.091076469
302	1.090899675
303	1.090806292
304	1.090646404
305	1.090456407
306	1.090350888
307	1.090208988
308	1.090081765
309	1.089933651
310	1.089835316
311	1.089734772
312	1.089600153
313	1.089325323
314	1.089122122
315	1.088982676
316	1.088825664
317	1.088726305
318	1.088432508
319	1.088311765
320	1.088108909
321	1.087988428
322	1.087951642
323	1.087808704
324	1.087616136
325	1.087525377
326	1.087452621
327	1.087331355
328	1.087218663
329	1.087149008
330	1.087009247
331	1.086870301
332	1.086790554
333	1.086722862
334	1.086601122
335	1.086485206
336	1.086294088
337	1.086223615
338	1.086042927
339	1.085906869
340	1.08565357
341	1.085533917
342	1.085402325
343	1.085341149
344	1.085218197
345	1.085069693
346	1.084828035
347	1.084728877
348	1.084637603
349	1.084493284
350	1.08442281
351	1.084353568
352	1.084249887
353	1.084098158
354	1.083946403
355	1.083838434
356	1.083824056
357	1.08375599
358	1.083639973
359	1.083482373
360	1.083364704
361	1.083274258
362	1.08316189
363	1.083073207
364	1.082963318
365	1.082850196
366	1.08265483
367	1.082583637
368	1.082462263
369	1.082338921
370	1.082247817
371	1.082084127
372	1.081980956
373	1.081867558
374	1.081765256
375	1.081662822
376	1.081560506
377	1.081388399
378	1.081282195
379	1.081118786
380	1.08103651
381	1.080957609
382	1.08085242
383	1.080731975
384	1.08067528
385	1.080591364
386	1.080500753
387	1.080418757
388	1.080312759
389	1.080292744
390	1.08017355
391	1.080105167
392	1.08003667
393	1.07998644
394	1.079923588
395	1.079839518
396	1.079658708
397	1.079560565
398	1.079512938
399	1.079444211
400	1.079358979
401	1.079292125
402	1.07921123
403	1.07912869
404	1.078960379
405	1.078915271
406	1.078798767
407	1.078723617
408	1.078639975
409	1.07853714
410	1.078453042
411	1.078366369
412	1.07829634
413	1.07824842
414	1.078223398
415	1.078136893
416	1.078074339
417	1.077942728
418	1.07786121
419	1.077799349
420	1.07769178
421	1.077626965
422	1.077491703
423	1.077314383
424	1.077244365
425	1.077137812
426	1.077068054
427	1.076919872
428	1.076889613
429	1.076829767
430	1.076748186
431	1.076689287
432	1.076670236
433	1.076627536
434	1.076552278
435	1.07646399
436	1.07625572
437	1.076187362
438	1.076119647
439	1.076063811
440	1.075976808
441	1.07591477
442	1.075836593
443	1.075736566
444	1.075676119
445	1.07560603
446	1.075476845
447	1.075303062
448	1.075173805
449	1.075038343
450	1.074974458
451	1.074853728
452	1.074771747
453	1.074688939
454	1.074592095
455	1.074537105
456	1.074438794
457	1.074346709
458	1.07429143
459	1.074240671
460	1.074123563
461	1.074039092
462	1.074029231
463	1.073939494
464	1.073840929
465	1.073772034
466	1.073741072
467	1.07367313
468	1.073655664
469	1.073602115
470	1.073504407
471	1.073444069
472	1.073391106
473	1.073266708
474	1.073120204
475	1.073037409
476	1.073008898
477	1.072884099
478	1.072838332
479	1.072773086
480	1.072738938
481	1.072693055
482	1.072612057
483	1.07253514
484	1.072480438
485	1.072382603
486	1.0722806
487	1.072247275
488	1.072194447
489	1.072134522
490	1.072083364
491	1.071980788
492	1.071882867
493	1.071799622
494	1.071754316
495	1.071679448
496	1.071582946
497	1.071564445
498	1.071536942
499	1.071480325
500	1.071416153
501	1.071374441
502	1.071288452
503	1.071282667
504	1.071168411
505	1.071112998
506	1.071062216
507	1.071013808
508	1.070869439
509	1.070785217
510	1.07070146
511	1.070578425
512	1.070533963
513	1.07049158
514	1.070410054
515	1.07031519
516	1.070259466
517	1.070178149
518	1.070108984
519	1.070052277
520	1.070026718
521	1.069988945
522	1.069889211
523	1.069824431
524	1.069765785
525	1.069714595
526	1.069567163
527	1.069498132
528	1.069418464
529	1.06934054
530	1.06929288
531	1.069221361
532	1.069147346
533	1.069098081
534	1.069005313
535	1.068869108
536	1.068861359
537	1.068815393
538	1.068766695
539	1.068733776
540	1.068700534
541	1.068636397
542	1.068575893
543	1.068509832
544	1.068481749
545	1.068398195
546	1.068299093
547	1.068236248
548	1.068171377
549	1.06808144
550	1.067971648
551	1.067836045
552	1.06775593
553	1.067733006
554	1.067654941
555	1.067537272
556	1.06747881
557	1.067356668
558	1.067260943
559	1.067200155
560	1.067175536
561	1.067114411
562	1.06702372
563	1.067016973
564	1.066915775
565	1.066894202
566	1.066866722
567	1.066848054
568	1.066791027
569	1.066747857
570	1.066706796
571	1.066630215
572	1.066556915
573	1.066499217
574	1.066433994
575	1.066370562
576	1.06632393
577	1.066259977
578	1.066196312
579	1.06613915
580	1.066108755
581	1.066039016
582	1.065990929
583	1.065902656
584	1.065847233
585	1.065842485
586	1.065757994
587	1.065673864
588	1.065609849
589	1.065568939
590	1.065534378
591	1.0654877
592	1.065436075
593	1.065397491
594	1.065343698
595	1.065294207
596	1.065174255
597	1.065083659
598	1.065051097
599	1.065043756
600	1.064994154
601	1.064970988
602	1.064874328
603	1.064798947
604	1.064676998
605	1.064618292
606	1.064583779
607	1.06452548
608	1.064373695
609	1.064328724
610	1.064225148
611	1.064220426
612	1.06412059
613	1.064063433
614	1.064000343
615	1.063791844
616	1.06373323
617	1.06369792
618	1.063695145
619	1.063640632
620	1.063625604
621	1.063549649
622	1.063478144
623	1.063402121
624	1.06332923
625	1.063255194
626	1.063210784
627	1.063174817
628	1.063109891
629	1.063085913
630	1.063048354
631	1.062996983
632	1.062977236
633	1.062955421
634	1.062927907
635	1.062817889
636	1.062751765
637	1.062694791
638	1.062619334
639	1.062601027
640	1.062553322
641	1.062491567
642	1.062374539
643	1.06237044
644	1.062301982
645	1.062215448
646	1.062197005
647	1.062129345
648	1.062094736
649	1.062061788
650	1.061958112
651	1.061940215
652	1.061922035
653	1.061894603
654	1.061850887
655	1.061753955
656	1.061690855
657	1.061639176
658	1.061620426
659	1.061523402
660	1.061453723
661	1.061389248
662	1.061288435
663	1.061222761
664	1.061164734
665	1.061075639
666	1.060965338
667	1.060926841
668	1.060884574
669	1.060835617
670	1.060737504
671	1.060724242
672	1.060710466
673	1.060673137
674	1.060660357
675	1.060564733
676	1.060549719
677	1.060513325
678	1.060398336
679	1.060376606
680	1.060331433
681	1.060289495
682	1.060223631
683	1.060190408
684	1.060121383
685	1.060039726
686	1.060003743
687	1.059980305
688	1.059934152
689	1.059895646
690	1.059874032
691	1.059836365
692	1.059752309
693	1.059723182
694	1.05969493
695	1.059643292
696	1.059608955
697	1.059600782
698	1.059494578
699	1.059384654
700	1.059349615
701	1.059236473
702	1.059172746
703	1.059125101
704	1.059093937
705	1.059006776
706	1.058967795
707	1.058957291
708	1.058899136
709	1.058868146
710	1.058797155
711	1.05872875
712	1.058660053
713	1.058620275
714	1.058560886
715	1.058544502
716	1.058504344
717	1.058467982
718	1.058390266
719	1.058369459
720	1.05831002
721	1.058260874
722	1.058214894
723	1.058194619
724	1.058153447
725	1.058089102
726	1.058001022
727	1.057971201
728	1.057938765
729	1.057911134
730	1.0578101
731	1.05774458
732	1.057689672
733	1.057640561
734	1.057591136
735	1.057561053
736	1.057532491
737	1.057518328
738	1.05748461
739	1.057471247
740	1.057391381
741	1.057365162
742	1.05733492
743	1.057286033
744	1.057243729
745	1.057224714
746	1.057176401
747	1.057139197
748	1.057090727
749	1.057038168
750	1.056998495
751	1.056975211
752	1.056936057
753	1.056898086
754	1.056834763
755	1.056823077
756	1.056749991
757	1.056734618
758	1.056693068
759	1.056658318
760	1.05662517
761	1.056569651
762	1.056528838
763	1.056520197
764	1.056503615
765	1.056499171
766	1.056476933
767	1.056423454
768	1.056304862
769	1.056264105
770	1.056233756
771	1.056210559
772	1.056149312
773	1.056111675
774	1.05606743
775	1.056007604
776	1.055969235
777	1.055935311
778	1.055868844
779	1.055830005
780	1.055775041
781	1.055703808
782	1.055650324
783	1.055638126
784	1.055568669
785	1.055558766
786	1.05553304
787	1.055475301
788	1.055453022
789	1.055381077
790	1.055364807
791	1.055316595
792	1.055309211
793	1.055234276
794	1.055177804
795	1.055146098
796	1.055095123
797	1.055070675
798	1.055015614
799	1.05497175
800	1.054953694
801	1.054919497
802	1.054884719
803	1.054825945
804	1.054819264
805	1.054775372
806	1.054740454
807	1.054734344
808	1.054707551
809	1.054634325
810	1.054535343
811	1.054488946
812	1.054447536
813	1.05442894
814	1.054396593
815	1.054313925
816	1.054249134
817	1.05418885
818	1.054146402
819	1.054109617
820	1.05403006
821	1.053994622
822	1.053901811
823	1.053794875
824	1.053781159
825	1.053721098
826	1.053698293
827	1.053656108
828	1.0535648
829	1.053513152
830	1.053472744
831	1.053450445
832	1.053403461
833	1.053358411
834	1.053255067
835	1.053195714
836	1.053126047
837	1.05310985
838	1.053060054
839	1.053008796
840	1.052936791
841	1.052834997
842	1.052802988
843	1.052680711
844	1.052654677
845	1.052597286
846	1.052533743
847	1.052487822
848	1.052432063
849	1.052419558
850	1.052275029
851	1.052261705
852	1.05225335
853	1.052243434
854	1.052217716
855	1.052169523
856	1.052134918
857	1.052115515
858	1.052083574
859	1.052067558
860	1.051969764
861	1.051898121
862	1.051791719
863	1.051772541
864	1.051764053
865	1.051738491
866	1.051720243
867	1.051663197
868	1.051632493
869	1.051599786
870	1.051572004
871	1.05155163
872	1.051539718
873	1.051535798
874	1.051472943
875	1.051417599
876	1.05136
877	1.051353332
878	1.051325533
879	1.051304829
880	1.051225084
881	1.051199309
882	1.051164699
883	1.051145677
884	1.051090098
885	1.051065307
886	1.051058142
887	1.051024538
888	1.050922126
889	1.050900327
890	1.050848772
891	1.050802057
892	1.050683319
893	1.050637086
894	1.050590779
895	1.050567044
896	1.05053794
897	1.050454349
898	1.050428627
899	1.050417537
900	1.050368506
901	1.050217083
902	1.050183412
903	1.050103023
904	1.050056319
905	1.05003274
906	1.04998115
907	1.049968177
908	1.04990671
909	1.049874413
910	1.049756475
911	1.049722673
912	1.049700154
913	1.049674584
914	1.049573018
915	1.049522403
916	1.049510375
917	1.049470411
918	1.049399885
919	1.049332077
920	1.049261331
921	1.049210738
922	1.049195553
923	1.04913506
924	1.049102531
925	1.049077512
926	1.049036842
927	1.04902399
928	1.048949388
929	1.048876497
930	1.048776457
931	1.048762546
932	1.048735011
933	1.048683758
934	1.048652936
935	1.048593374
936	1.048557147
937	1.048527808
938	1.048452304
939	1.048387484
940	1.048364932
941	1.048283119
942	1.048274113
943	1.048234626
944	1.048179606
945	1.048133403
946	1.048080889
947	1.048073027
948	1.048053863
949	1.048034503
950	1.04800997
951	1.047974804
952	1.047938676
953	1.047911847
954	1.047787643
955	1.047714443
956	1.047681801
957	1.047666848
958	1.047631805
959	1.047589046
960	1.04754688
961	1.047510117
962	1.04745516
963	1.047405376
964	1.047390285
965	1.047360068
966	1.047318648
967	1.047276137
968	1.047248115
969	1.047209592
970	1.047188695
971	1.047173976
972	1.047147798
973	1.047074051
974	1.047060946
975	1.047003024
976	1.046989864
977	1.046982933
978	1.046972515
979	1.04696027
980	1.046919068
981	1.046890322
982	1.046871367
983	1.046803316
984	1.046781872
985	1.046730711
986	1.046693519
987	1.046633957
988	1.046598215
989	1.04659287
990	1.04656829
991	1.046528294
992	1.046519559
993	1.046512723
994	1.046455254
995	1.046441693
996	1.046407868
997	1.046345837
998	1.046330393
999	1.046287824
1000	1.046269616
1001	1.046212665
1002	1.046196405
1003	1.046161589
1004	1.046098767
1005	1.04607687
1006	1.04602578
1007	1.045976353
1008	1.045918389
1009	1.045890018
1010	1.045866395
1011	1.045859152
1012	1.045802208
1013	1.04575011
1014	1.045737001
1015	1.04567983
1016	1.045620185
1017	1.045598869
1018	1.045545975
1019	1.045515484
1020	1.045481582
1021	1.045421589
1022	1.045367589
1023	1.045344569
1024	1.045300061
1025	1.045235114
1026	1.045213995
1027	1.045178386
1028	1.045171626
1029	1.045092303
1030	1.045037307
1031	1.045025735
1032	1.044979425
1033	1.044894171
1034	1.04483144
1035	1.04473152
1036	1.044661181
1037	1.044646489
1038	1.044566941
1039	1.044511896
1040	1.044467041
1041	1.044429785
1042	1.044418698
1043	1.04436916
1044	1.044314284
1045	1.044268086
1046	1.044232516
1047	1.044191715
1048	1.044168223
1049	1.044097888
1050	1.044064867
1051	1.044057243
1052	1.044032474
1053	1.043948271
1054	1.043929514
1055	1.043813343
1056	1.043724724
1057	1.043676239
1058	1.043647004
1059	1.043549991
1060	1.043472192
1061	1.043466362
1062	1.04343272
1063	1.043363171
1064	1.043342105
1065	1.043267073
1066	1.043174887
1067	1.043128966
1068	1.043109193
1069	1.04305025
1070	1.042993929
1071	1.042919752
1072	1.04289889
1073	1.042857347
1074	1.04277483
1075	1.042727102
1076	1.042695309
1077	1.042646896
1078	1.042623031
1079	1.042528405
1080	1.042514476
1081	1.042498045
1082	1.042487931
1083	1.042392004
1084	1.042364124
1085	1.042310382
1086	1.042239267
1087	1.042199457
1088	1.042158911
1089	1.042127775
1090	1.042044386
1091	1.042030458
1092	1.041969282
1093	1.041934451
1094	1.041879926
1095	1.041777059
1096	1.041745371
1097	1.041739546
1098	1.041724141
1099	1.041717716
1100	1.041713061
1101	1.041670614
1102	1.041649339
1103	1.041621816
1104	1.041524348
1105	1.04150522
1106	1.04147986
1107	1.041421193
1108	1.041334678
1109	1.041301116
1110	1.041215437
1111	1.041208755
1112	1.041157896
1113	1.041131787
1114	1.041102792
1115	1.04104734
1116	1.041013979
1117	1.040914749
1118	1.040891995
1119	1.040784541
1120	1.040733593
1121	1.040691152
1122	1.04065017
1123	1.040585386
1124	1.040572972
1125	1.040564115
1126	1.040541958
1127	1.040484295
1128	1.040433505
1129	1.040404975
1130	1.040310529
1131	1.040266604
1132	1.040242366
1133	1.040205393
1134	1.040155456
1135	1.040119368
1136	1.040068142
1137	1.040023802
1138	1.039967437
1139	1.039952746
1140	1.039917313
1141	1.039906636
1142	1.039837247
1143	1.039755741
1144	1.039733876
1145	1.03965534
1146	1.03961927
1147	1.039567513
1148	1.039539787
1149	1.039481243
1150	1.039447237
1151	1.039413495
1152	1.039380428
1153	1.039315434
1154	1.039291763
1155	1.039200642
1156	1.039156968
1157	1.039117732
1158	1.039067508
1159	1.039065821
1160	1.039055335
1161	1.039012144
1162	1.038961209
1163	1.038920308
1164	1.038869814
1165	1.038859026
1166	1.038847589
1167	1.038742938
1168	1.038674755
1169	1.038660211
1170	1.038634656
1171	1.038624863
1172	1.038587477
1173	1.038576
1174	1.038532633
1175	1.038525099
1176	1.038479678
1177	1.038452155
1178	1.038431763
1179	1.038315913
1180	1.03827738
1181	1.038268771
1182	1.03825206
1183	1.038230548
1184	1.038165167
1185	1.038154279
1186	1.038113473
1187	1.038063126
1188	1.038043682
1189	1.038008135
1190	1.037989275
1191	1.037977526
1192	1.037848798
1193	1.037774163
1194	1.037688604
1195	1.03768123
1196	1.037663514
1197	1.037598364
1198	1.037526678
1199	1.037481706
1200	1.037416341
1201	1.037409099
1202	1.037394821
1203	1.037339462
1204	1.03728746
1205	1.037276245
1206	1.037244825
1207	1.037192884
1208	1.03709611
1209	1.037085946
1210	1.037068593
1211	1.037049969
1212	1.037045111
1213	1.037012176
1214	1.036997976
1215	1.036951428
1216	1.036872111
1217	1.036781326
1218	1.036744439
1219	1.036714758
1220	1.036655913
1221	1.036644864
1222	1.036581348
1223	1.036572385
1224	1.036558088
1225	1.036474859
1226	1.036458171
1227	1.036410009
1228	1.036369921
1229	1.036358482
1230	1.036210721
1231	1.036083243
1232	1.03603576
1233	1.035976795
1234	1.035891395
1235	1.035882672
1236	1.035840527
1237	1.035837799
1238	1.035750103
1239	1.03566369
1240	1.035652086
1241	1.035601005
1242	1.035580077
1243	1.03552842
1244	1.035490343
1245	1.035488105
1246	1.035475465
1247	1.035427088
1248	1.035420458
1249	1.03541435
1250	1.035379402
1251	1.035302259
1252	1.035201603
1253	1.035139637
1254	1.035118922
1255	1.035062626
1256	1.035043073
1257	1.035020829
1258	1.035008144
1259	1.034928597
1260	1.034902963
1261	1.034887111
1262	1.034812336
1263	1.034748647
1264	1.034721462
1265	1.034696469
1266	1.034667934
1267	1.034618593
1268	1.03459397
1269	1.034526976
1270	1.034482538
1271	1.034444981
1272	1.034394071
1273	1.034390843
1274	1.034387709
1275	1.034337012
1276	1.03431463
1277	1.034285568
1278	1.034223835
1279	1.034205242
1280	1.034194099
1281	1.034178798
1282	1.034147072
1283	1.034098178
1284	1.034079155
1285	1.034047791
1286	1.034026117
1287	1.034015123
1288	1.034007434
1289	1.034000751
1290	1.033948781
1291	1.033862571
1292	1.033815495
1293	1.033786267
1294	1.033761665
1295	1.033721624
1296	1.033701897
1297	1.033667197
1298	1.033603256
1299	1.033546386
1300	1.03349132
1301	1.033467684
1302	1.03344704
1303	1.033402042
1304	1.033371415
1305	1.033341305
1306	1.03327691
1307	1.033256594
1308	1.03322258
1309	1.033214502
1310	1.033109624
1311	1.033014124
1312	1.032973313
1313	1.032935072
1314	1.032926576
1315	1.032877477
1316	1.032821285
1317	1.032787225
1318	1.032769728
1319	1.032686817
1320	1.03267448
1321	1.032555803
1322	1.032519642
1323	1.032469902
1324	1.032439461
1325	1.032397252
1326	1.03237538
1327	1.032327734
1328	1.032218149
1329	1.032211074
1330	1.032185303
1331	1.032122438
1332	1.032094506
1333	1.032077279
1334	1.032048807
1335	1.032020651
1336	1.031957283
1337	1.031908696
1338	1.031876232
1339	1.031765195
1340	1.031732815
1341	1.031629724
1342	1.03161825
1343	1.031539484
1344	1.031420219
1345	1.031376298
1346	1.03134864
1347	1.031314956
1348	1.031284102
1349	1.031268726
1350	1.031231689
1351	1.031208378
1352	1.03119179
1353	1.031182943
1354	1.031124962
1355	1.03105574
1356	1.031019593
1357	1.030965667
1358	1.030937009
1359	1.030926675
1360	1.030859432
1361	1.030851765
1362	1.030780529
1363	1.030746808
1364	1.030676158
1365	1.030661655
1366	1.030586042
1367	1.030552659
1368	1.03052766
1369	1.030486075
1370	1.030455118
1371	1.03042373
1372	1.030363045
1373	1.030279076
1374	1.030162277
1375	1.030080998
1376	1.030040997
1377	1.030018663
1378	1.029997389
1379	1.029942662
1380	1.029914771
1381	1.029852817
1382	1.029820416
1383	1.029750479
1384	1.029679425
1385	1.029661098
1386	1.029634701
1387	1.029520461
1388	1.029513861
1389	1.02949716
1390	1.029432494
1391	1.029423856
1392	1.029381447
1393	1.029333137
1394	1.029305867
1395	1.029262884
1396	1.029216946
1397	1.02914562
1398	1.02907674
1399	1.029033643
1400	1.028999331
1401	1.028926784
1402	1.028886499
1403	1.028849563
1404	1.028803179
1405	1.028765267
1406	1.028703881
1407	1.028698679
1408	1.028647666
1409	1.028575213
1410	1.028550843
1411	1.028543856
1412	1.028535185
1413	1.028506131
1414	1.028474534
1415	1.028460128
1416	1.028423594
1417	1.028365989
1418	1.028359885
1419	1.028352885
1420	1.02833145
1421	1.0282981
1422	1.028290166
1423	1.028248265
1424	1.028212681
1425	1.028182114
1426	1.028123794
1427	1.028101451
1428	1.028055063
1429	1.028003882
1430	1.027996313
1431	1.02796878
1432	1.027916508
1433	1.027884234
1434	1.02786606
1435	1.027844083
1436	1.027818323
1437	1.027814827
1438	1.027803004
1439	1.027732254
1440	1.027716915
1441	1.027683447
1442	1.027661241
1443	1.027656206
1444	1.027587172
1445	1.027557042
1446	1.027517509
1447	1.027460127
1448	1.027451846
1449	1.027427658
1450	1.027367087
1451	1.027325285
1452	1.027293856
1453	1.027251225
1454	1.02722362
1455	1.027189406
1456	1.027144847
1457	1.027126207
1458	1.027077249
1459	1.027073725
1460	1.027026821
1461	1.026944529
1462	1.026911618
1463	1.026889879
1464	1.026859509
1465	1.026755083
1466	1.026745794
1467	1.026719813
1468	1.026684455
1469	1.026645655
1470	1.026583117
1471	1.02657874
1472	1.026531657
1473	1.026486753
1474	1.026454883
1475	1.026434963
1476	1.026414347
1477	1.02638242
1478	1.026337087
1479	1.026301005
1480	1.026288999
1481	1.026190464
1482	1.026169833
1483	1.026154167
1484	1.026144477
1485	1.026126881
1486	1.026091572
1487	1.026065536
1488	1.026028432
1489	1.025992009
1490	1.025972279
1491	1.025937291
1492	1.025898599
1493	1.025831853
1494	1.025792503
1495	1.025743522
1496	1.025702965
1497	1.025649036
1498	1.025620513
1499	1.025555251
1500	1.025554271
1501	1.025543522
1502	1.025485514
1503	1.025450912
1504	1.025442529
1505	1.025400281
1506	1.025326744
1507	1.025305741
1508	1.025253567
1509	1.025199185
1510	1.025154397
1511	1.02514251
1512	1.025108611
1513	1.025076435
1514	1.025013158
1515	1.024982053
1516	1.024921687
1517	1.024854091
1518	1.024837489
1519	1.024793069
1520	1.024763628
1521	1.024739032
1522	1.024725866
1523	1.024706371
1524	1.024646344
1525	1.024613622
1526	1.024541038
1527	1.024498187
1528	1.024475437
1529	1.024468343
1530	1.0244646
1531	1.024393396
1532	1.024316123
1533	1.024287996
1534	1.024241581
1535	1.024162286
1536	1.024127175
1537	1.02411591
1538	1.024090829
1539	1.024040327
1540	1.02402346
1541	1.023986671
1542	1.023942627
1543	1.023935003
1544	1.023880487
1545	1.023817516
1546	1.023779086
1547	1.023758247
1548	1.023648856
1549	1.023611529
1550	1.023590745
1551	1.023552585
1552	1.023517918
1553	1.023439553
1554	1.023420264
1555	1.023387721
1556	1.023339829
1557	1.023334629
1558	1.023300626
1559	1.023268024
1560	1.023246418
1561	1.02324401
1562	1.023187274
1563	1.023136065
1564	1.023109511
1565	1.023102674
1566	1.023087606
1567	1.023070609
1568	1.02305847
1569	1.023027666
1570	1.023011808
1571	1.023001302
1572	1.022978431
1573	1.022882658
1574	1.022823626
1575	1.02275891
1576	1.022687869
1577	1.022655494
1578	1.022605208
1579	1.022570419
1580	1.022565052
1581	1.02252146
1582	1.022515301
1583	1.02248953
1584	1.022450825
1585	1.022423386
1586	1.022354669
1587	1.022278666
1588	1.022231102
1589	1.022175276
1590	1.022124516
1591	1.022104646
1592	1.022029646
1593	1.021976963
1594	1.021929719
1595	1.02187242
1596	1.021814212
1597	1.02177123
1598	1.021731997
1599	1.021702742
1600	1.021696638
1601	1.021668729
1602	1.021593236
1603	1.021564677
1604	1.021540074
1605	1.02149775
1606	1.021474757
1607	1.021419564
1608	1.021377206
1609	1.021370988
1610	1.021317917
1611	1.02127716
1612	1.021259918
1613	1.021172058
1614	1.021157437
1615	1.021145495
1616	1.021123743
1617	1.021112046
1618	1.021076461
1619	1.021000866
1620	1.020966672
1621	1.02090452
1622	1.020856369
1623	1.020850054
1624	1.020840012
1625	1.020818197
1626	1.020734407
1627	1.020697135
1628	1.020688799
1629	1.020629065
1630	1.020602725
1631	1.020597184
1632	1.020580403
1633	1.020554267
1634	1.020529109
1635	1.020498886
1636	1.020495194
1637	1.020410332
1638	1.02039437
1639	1.020389145
1640	1.020384865
1641	1.020362057
1642	1.02031067
1643	1.020264264
1644	1.020251627
1645	1.020187536
1646	1.02015426
1647	1.02012914
1648	1.020103772
1649	1.020087918
1650	1.020018791
1651	1.020007429
1652	1.020003126
1653	1.019966817
1654	1.019948446
1655	1.019937605
1656	1.019907615
1657	1.019872257
1658	1.019857759
1659	1.019822718
1660	1.019802023
1661	1.01971331
1662	1.019680245
1663	1.019665184
