iter	Passed	Remaining
1663	76076	152518
1664	76124	152477
1665	76172	152437
1666	76218	152391
1667	76262	152342
1668	76308	152297
1669	76356	152256
1670	76404	152213
1671	76450	152169
1672	76499	152130
1673	76548	152090
1674	76593	152044
1675	76642	152005
1676	76687	151957
1677	76732	151909
1678	76780	151868
1679	76828	151826
1680	76875	151784
1681	76923	151743
1682	76967	151694
1683	77015	151652
1684	77060	151606
1685	77108	151564
1686	77154	151519
1687	77200	151473
1688	77247	151430
1689	77293	151386
1690	77341	151344
1691	77388	151300
1692	77433	151254
1693	77484	151218
1694	77528	151168
1695	77574	151123
1696	77621	151079
1697	77671	151042
1698	77717	150996
1699	77763	150951
1700	77809	150908
1701	77856	150864
1702	77905	150825
1703	77952	150781
1704	77999	150738
1705	78047	150695
1706	78093	150651
1707	78138	150605
1708	78184	150558
1709	78233	150519
1710	78278	150472
1711	78324	150426
1712	78370	150382
1713	78420	150344
1714	78463	150293
1715	78509	150246
1716	78556	150203
1717	78602	150158
1718	78646	150109
1719	78692	150065
1720	78739	150020
1721	78782	149970
1722	78834	149936
1723	78877	149885
1724	78923	149839
1725	78970	149797
1726	79016	149751
1727	79061	149704
1728	79108	149660
1729	79152	149612
1730	79197	149563
1731	79245	149523
1732	79291	149478
1733	79340	149437
1734	79383	149388
1735	79431	149345
1736	79478	149302
1737	79528	149265
1738	79574	149220
1739	79622	149177
1740	79671	149137
1741	79715	149088
1742	79760	149042
1743	79807	148998
1744	79857	148960
1745	79902	148913
1746	79946	148864
1747	79995	148823
1748	80042	148780
1749	80087	148734
1750	80131	148685
1751	80177	148640
1752	80222	148593
1753	80269	148549
1754	80316	148506
1755	80361	148457
1756	80410	148417
1757	80457	148374
1758	80505	148333
1759	80550	148285
1760	80600	148247
1761	80643	148197
1762	80689	148151
1763	80735	148107
1764	80780	148059
1765	80828	148017
1766	80872	147968
1767	80920	147926
1768	80967	147883
1769	81015	147842
1770	81061	147796
1771	81106	147749
1772	81158	147714
1773	81205	147671
1774	81252	147627
1775	81301	147587
1776	81347	147542
1777	81391	147494
1778	81439	147451
1779	81490	147414
1780	81534	147365
1781	81582	147323
1782	81629	147281
1783	81676	147236
1784	81720	147188
1785	81766	147143
1786	81818	147108
1787	81863	147060
1788	81909	147016
1789	81956	146972
1790	82001	146925
1791	82048	146881
1792	82095	146837
1793	82140	146791
1794	82189	146750
1795	82234	146703
1796	82281	146660
1797	82327	146614
1798	82373	146569
1799	82421	146527
1800	82465	146477
1801	82510	146430
1802	82554	146382
1803	82599	146334
1804	82646	146290
1805	82692	146245
1806	82736	146197
1807	82787	146160
1808	82837	146121
1809	82881	146073
1810	82928	146029
1811	82976	145987
1812	83021	145940
1813	83066	145893
1814	83112	145846
1815	83157	145800
1816	83202	145752
1817	83247	145705
1818	83293	145660
1819	83340	145616
1820	83388	145574
1821	83434	145530
1822	83478	145481
1823	83525	145436
1824	83570	145389
1825	83618	145347
1826	83661	145297
1827	83709	145255
1828	83754	145207
1829	83800	145162
1830	83851	145125
1831	83898	145082
1832	83945	145038
1833	83990	144990
1834	84016	144910
1835	84069	144877
1836	84114	144830
1837	84162	144788
1838	84206	144740
1839	84252	144694
1840	84300	144652
1841	84346	144607
1842	84391	144560
1843	84439	144518
1844	84487	144475
1845	84531	144426
1846	84580	144387
1847	84628	144345
1848	84671	144294
1849	84721	144255
1850	84770	144214
1851	84819	144175
1852	84874	144143
1853	84917	144093
1854	84962	144047
1855	85008	144000
1856	85053	143953
1857	85097	143905
1858	85147	143866
1859	85191	143817
1860	85240	143777
1861	85289	143737
1862	85333	143688
1863	85379	143643
1864	85426	143598
1865	85474	143556
1866	85519	143509
1867	85565	143464
1868	85612	143419
1869	85659	143375
1870	85704	143330
1871	85754	143290
1872	85803	143249
1873	85851	143207
1874	85898	143164
1875	85944	143119
1876	85990	143073
1877	86038	143030
1878	86083	142983
1879	86129	142937
1880	86174	142891
1881	86222	142848
1882	86269	142804
1883	86316	142760
1884	86362	142715
1885	86408	142670
1886	86455	142626
1887	86501	142580
1888	86547	142534
1889	86593	142489
1890	86642	142449
1891	86686	142399
1892	86731	142353
1893	86780	142312
1894	86828	142271
1895	86872	142221
1896	86916	142173
1897	86964	142131
1898	87010	142085
1899	87058	142043
1900	87102	141994
1901	87148	141949
1902	87194	141902
1903	87245	141864
1904	87293	141822
1905	87340	141779
1906	87384	141731
1907	87430	141684
1908	87479	141644
1909	87528	141603
1910	87571	141553
1911	87617	141508
1912	87666	141467
1913	87713	141423
1914	87760	141379
1915	87813	141344
1916	87863	141305
1917	87907	141256
1918	87958	141218
1919	88001	141168
1920	88046	141121
1921	88093	141078
1922	88140	141033
1923	88186	140988
1924	88231	140940
1925	88276	140894
1926	88320	140844
1927	88366	140799
1928	88414	140756
1929	88459	140709
1930	88506	140665
1931	88555	140625
1932	88599	140576
1933	88647	140533
1934	88694	140489
1935	88741	140446
1936	88789	140404
1937	88834	140357
1938	88880	140311
1939	88926	140265
1940	88972	140220
1941	89015	140170
1942	89059	140121
1943	89105	140076
1944	89151	140029
1945	89196	139982
1946	89247	139945
1947	89296	139903
1948	89342	139858
1949	89388	139812
1950	89434	139766
1951	89480	139721
1952	89526	139675
1953	89574	139633
1954	89618	139584
1955	89665	139541
1956	89713	139498
1957	89759	139452
1958	89806	139408
1959	89849	139358
1960	89897	139316
1961	89943	139269
1962	89990	139226
1963	90034	139177
1964	90080	139131
1965	90127	139087
1966	90172	139041
1967	90217	138993
1968	90264	138950
1969	90312	138906
1970	90358	138860
1971	90402	138812
1972	90448	138767
1973	90493	138720
1974	90541	138676
1975	90589	138635
1976	90634	138588
1977	90679	138540
1978	90725	138494
1979	90774	138453
1980	90818	138405
1981	90866	138363
1982	90913	138317
1983	90960	138274
1984	91007	138231
1985	91054	138186
1986	91098	138137
1987	91145	138093
1988	91191	138048
1989	91236	138001
1990	91282	137955
1991	91327	137907
1992	91373	137862
1993	91417	137813
1994	91463	137767
1995	91509	137722
1996	91559	137683
1997	91606	137639
1998	91653	137595
1999	91697	137546
2000	91745	137503
2001	91793	137461
2002	91840	137417
2003	91887	137372
2004	91937	137332
2005	91981	137285
2006	92026	137237
2007	92074	137194
2008	92122	137151
2009	92167	137105
2010	92213	137059
2011	92260	137015
2012	92306	136969
2013	92351	136922
2014	92398	136877
2015	92443	136831
2016	92491	136788
2017	92538	136744
2018	92583	136696
2019	92629	136651
2020	92677	136608
2021	92723	136562
2022	92767	136514
2023	92815	136471
2024	92861	136425
2025	92907	136380
2026	92956	136338
2027	92999	136289
2028	93031	136223
2029	93057	136147
2030	93104	136104
2031	93147	136054
2032	93193	136008
2033	93240	135963
2034	93286	135918
2035	93329	135869
2036	93377	135825
2037	93422	135778
2038	93465	135729
2039	93509	135681
2040	93558	135638
2041	93603	135592
2042	93648	135544
2043	93696	135502
2044	93743	135458
2045	93793	135418
2046	93840	135373
2047	93887	135330
2048	93932	135283
2049	93978	135237
2050	94026	135194
2051	94073	135150
2052	94120	135105
2053	94167	135062
2054	94211	135013
2055	94260	134972
2056	94306	134927
2057	94353	134882
2058	94396	134832
2059	94443	134788
2060	94489	134742
2061	94535	134696
2062	94583	134654
2063	94629	134608
2064	94674	134561
2065	94724	134521
2066	94783	134494
2067	94831	134451
2068	94879	134408
2069	94924	134362
2070	94968	134312
2071	95015	134268
2072	95061	134223
2073	95106	134175
2074	95154	134133
2075	95200	134088
2076	95245	134041
2077	95296	134002
2078	95344	133959
2079	95390	133913
2080	95438	133870
2081	95487	133829
2082	95533	133783
2083	95585	133746
2084	95632	133702
2085	95683	133663
2086	95730	133619
2087	95779	133577
2088	95826	133532
2089	95873	133489
2090	95923	133449
2091	95970	133404
2092	96013	133354
2093	96060	133310
2094	96106	133264
2095	96154	133221
2096	96200	133175
2097	96247	133132
2098	96295	133088
2099	96342	133044
2100	96387	132997
2101	96432	132950
2102	96482	132909
2103	96525	132860
2104	96571	132814
2105	96616	132766
2106	96663	132723
2107	96677	132633
2108	96724	132589
2109	96776	132552
2110	96822	132505
2111	96867	132458
2112	96913	132413
2113	96958	132365
2114	97004	132320
2115	97050	132274
2116	97094	132225
2117	97143	132185
2118	97189	132139
2119	97237	132096
2120	97286	132053
2121	97331	132006
2122	97378	131962
2123	97424	131917
2124	97469	131870
2125	97514	131823
2126	97561	131779
2127	97608	131734
2128	97656	131691
2129	97701	131644
2130	97746	131597
2131	97793	131553
2132	97842	131511
2133	97887	131464
2134	97931	131415
2135	97980	131374
2136	98026	131329
2137	98075	131286
2138	98123	131243
2139	98168	131197
2140	98215	131152
2141	98260	131105
2142	98305	131059
2143	98352	131014
2144	98400	130971
2145	98447	130926
2146	98492	130879
2147	98538	130833
2148	98587	130792
2149	98635	130749
2150	98681	130704
2151	98727	130657
2152	98777	130617
2153	98823	130572
2154	98873	130530
2155	98920	130486
2156	98964	130438
2157	99010	130392
2158	99055	130346
2159	99101	130300
2160	99147	130254
2161	99161	130166
2162	99209	130123
2163	99256	130078
2164	99303	130034
2165	99350	129990
2166	99396	129945
2167	99443	129900
2168	99488	129853
2169	99533	129806
2170	99580	129762
2171	99626	129716
2172	99671	129669
2173	99717	129623
2174	99768	129584
2175	99813	129537
2176	99859	129491
2177	99906	129447
2178	99954	129403
2179	100000	129357
2180	100051	129319
2181	100096	129272
2182	100140	129223
2183	100187	129179
2184	100234	129134
2185	100278	129086
2186	100325	129042
2187	100372	128997
2188	100417	128951
2189	100466	128909
2190	100510	128860
2191	100557	128816
2192	100606	128774
2193	100653	128729
2194	100701	128687
2195	100747	128640
2196	100795	128598
2197	100841	128552
2198	100889	128509
2199	100936	128464
2200	100984	128421
2201	101032	128378
2202	101077	128330
2203	101124	128286
2204	101171	128242
2205	101218	128198
2206	101264	128152
2207	101309	128105
2208	101357	128061
2209	101405	128018
2210	101450	127971
2211	101496	127925
2212	101545	127883
2213	101592	127839
2214	101638	127793
2215	101684	127748
2216	101731	127703
2217	101778	127659
2218	101824	127612
2219	101870	127568
2220	101918	127523
2221	101964	127478
2222	102008	127429
2223	102053	127383
2224	102098	127335
2225	102142	127287
2226	102189	127244
2227	102237	127200
2228	102285	127157
2229	102331	127110
2230	102380	127069
2231	102423	127020
2232	102469	126973
2233	102515	126928
2234	102562	126883
2235	102605	126834
2236	102651	126788
2237	102697	126742
2238	102743	126697
2239	102791	126653
2240	102837	126607
2241	102884	126563
2242	102930	126518
2243	102977	126473
2244	103020	126424
2245	103066	126378
2246	103113	126333
2247	103157	126285
2248	103207	126243
2249	103251	126196
2250	103298	126152
2251	103344	126105
2252	103393	126063
2253	103438	126016
2254	103487	125974
2255	103531	125926
2256	103578	125881
2257	103622	125833
2258	103668	125787
2259	103714	125742
2260	103767	125704
2261	103813	125659
2262	103862	125617
2263	103908	125571
2264	103954	125525
2265	103998	125477
2266	104047	125435
2267	104092	125388
2268	104140	125345
2269	104186	125299
2270	104233	125254
2271	104280	125210
2272	104327	125165
2273	104373	125120
2274	104419	125073
2275	104468	125031
2276	104513	124984
2277	104559	124938
2278	104606	124894
2279	104651	124847
2280	104698	124802
2281	104748	124761
2282	104794	124716
2283	104839	124668
2284	104887	124626
2285	104936	124582
2286	104983	124539
2287	105032	124497
2288	105078	124450
2289	105123	124403
2290	105172	124361
2291	105218	124315
2292	105264	124270
2293	105312	124226
2294	105357	124179
2295	105401	124131
2296	105452	124091
2297	105499	124046
2298	105544	123999
2299	105587	123951
2300	105635	123907
2301	105683	123864
2302	105733	123823
2303	105782	123779
2304	105828	123733
2305	105871	123685
2306	105918	123640
2307	105963	123593
2308	106011	123549
2309	106058	123505
2310	106103	123457
2311	106148	123411
2312	106195	123366
2313	106243	123323
2314	106289	123278
2315	106335	123231
2316	106383	123187
2317	106428	123141
2318	106474	123095
2319	106520	123049
2320	106566	123003
2321	106614	122960
2322	106662	122916
2323	106711	122874
2324	106756	122827
2325	106803	122782
2326	106849	122736
2327	106895	122690
2328	106943	122647
2329	106987	122599
2330	107033	122553
2331	107078	122506
2332	107125	122462
2333	107168	122413
2334	107215	122367
2335	107262	122323
2336	107310	122280
2337	107356	122234
2338	107405	122191
2339	107448	122142
2340	107494	122096
2341	107540	122050
2342	107584	122003
2343	107632	121958
2344	107679	121914
2345	107727	121870
2346	107773	121824
2347	107822	121782
2348	107867	121735
2349	107914	121690
2350	107960	121645
2351	108004	121597
2352	108051	121552
2353	108098	121507
2354	108147	121464
2355	108194	121420
2356	108242	121376
2357	108289	121332
2358	108334	121284
2359	108380	121239
2360	108429	121196
2361	108474	121149
2362	108517	121100
2363	108565	121056
2364	108597	120995
2365	108645	120951
2366	108694	120909
2367	108743	120866
2368	108789	120820
2369	108835	120774
2370	108881	120729
2371	108927	120683
2372	108973	120637
2373	109021	120593
2374	109069	120550
2375	109117	120507
2376	109163	120461
2377	109214	120420
2378	109261	120376
2379	109308	120330
2380	109353	120284
2381	109401	120240
2382	109449	120196
2383	109495	120151
2384	109543	120107
2385	109591	120063
2386	109635	120015
2387	109685	119973
2388	109733	119930
2389	109780	119885
2390	109828	119842
2391	109877	119799
2392	109926	119756
2393	109969	119707
2394	110015	119661
2395	110062	119616
2396	110106	119569
2397	110153	119524
2398	110199	119478
2399	110244	119431
2400	110292	119387
2401	110336	119339
2402	110385	119296
2403	110429	119249
2404	110476	119204
2405	110525	119161
2406	110567	119112
2407	110613	119066
2408	110658	119018
2409	110707	118975
2410	110758	118935
2411	110803	118889
2412	110849	118842
2413	110894	118796
2414	110944	118754
2415	110989	118707
2416	111034	118659
2417	111080	118614
2418	111127	118569
2419	111175	118526
2420	111223	118481
2421	111267	118433
2422	111313	118388
2423	111361	118344
2424	111385	118275
2425	111430	118228
2426	111478	118185
2427	111525	118140
2428	111572	118095
2429	111622	118053
2430	111671	118010
2431	111719	117967
2432	111769	117925
2433	111815	117879
2434	111862	117834
2435	111909	117790
2436	111957	117746
2437	112004	117701
2438	112052	117657
2439	112096	117609
2440	112144	117565
2441	112189	117518
2442	112234	117472
2443	112282	117428
2444	112328	117381
2445	112376	117338
2446	112424	117294
2447	112469	117248
2448	112518	117204
2449	112564	117158
2450	112609	117111
2451	112656	117066
2452	112705	117024
2453	112751	116979
2454	112796	116931
2455	112845	116888
2456	112890	116841
2457	112935	116794
2458	112981	116749
2459	113027	116703
2460	113074	116658
2461	113119	116611
2462	113166	116566
2463	113211	116520
2464	113256	116472
2465	113304	116429
2466	113348	116381
2467	113394	116334
2468	113443	116291
2469	113489	116245
2470	113538	116203
2471	113584	116157
2472	113630	116111
2473	113676	116066
2474	113723	116021
2475	113773	115979
2476	113817	115931
2477	113862	115884
2478	113909	115839
2479	113954	115792
2480	114000	115746
2481	114050	115704
2482	114094	115657
2483	114142	115612
2484	114187	115566
2485	114231	115518
2486	114280	115474
2487	114325	115428
2488	114372	115383
2489	114416	115335
2490	114464	115291
2491	114509	115244
2492	114556	115200
2493	114604	115155
2494	114651	115110
2495	114697	115064
2496	114746	115022
2497	114793	114976
2498	114839	114931
2499	114885	114885
2500	114931	114839
2501	114976	114792
2502	115022	114747
2503	115069	114701
2504	115116	114656
2505	115161	114610
2506	115212	114569
2507	115257	114521
2508	115304	114477
2509	115337	114418
2510	115383	114372
2511	115427	114325
2512	115477	114282
2513	115525	114238
2514	115570	114191
2515	115613	114143
2516	115661	114099
2517	115708	114054
2518	115757	114010
2519	115802	113964
2520	115848	113918
2521	115897	113875
2522	115941	113827
2523	115987	113781
2524	116032	113735
2525	116066	113676
2526	116112	113631
2527	116156	113583
2528	116204	113539
2529	116249	113492
2530	116296	113447
2531	116342	113402
2532	116391	113358
2533	116436	113312
2534	116481	113265
2535	116527	113219
2536	116576	113176
2537	116622	113129
2538	116669	113085
2539	116720	113044
2540	116765	112997
2541	116812	112952
2542	116860	112908
2543	116906	112862
2544	116955	112819
2545	117000	112772
2546	117047	112727
2547	117096	112684
2548	117143	112639
2549	117193	112597
2550	117240	112553
2551	117287	112507
2552	117332	112461
2553	117377	112414
2554	117424	112369
2555	117473	112325
2556	117519	112280
2557	117565	112234
2558	117611	112187
2559	117660	112145
2560	117709	112102
2561	117759	112060
2562	117805	112014
2563	117854	111970
2564	117898	111923
2565	117943	111875
2566	117990	111831
2567	118039	111787
2568	118088	111744
2569	118135	111700
2570	118186	111658
2571	118232	111612
2572	118275	111564
2573	118324	111521
2574	118370	111475
2575	118416	111429
2576	118463	111383
2577	118508	111337
2578	118559	111296
2579	118605	111250
2580	118652	111205
2581	118698	111159
2582	118747	111115
2583	118793	111070
2584	118840	111025
2585	118886	110979
2586	118934	110934
2587	118964	110873
2588	119010	110828
2589	119056	110782
2590	119102	110736
2591	119150	110692
2592	119198	110648
2593	119245	110602
2594	119290	110556
2595	119337	110510
2596	119385	110466
2597	119430	110420
2598	119476	110373
2599	119524	110330
2600	119570	110284
2601	119620	110241
2602	119668	110197
2603	119717	110155
2604	119762	110107
2605	119809	110063
2606	119857	110018
2607	119906	109975
2608	119957	109934
2609	120009	109893
2610	120058	109850
2611	120109	109809
2612	120156	109764
2613	120206	109721
2614	120257	109680
2615	120302	109633
2616	120354	109592
2617	120404	109550
2618	120452	109506
2619	120480	109444
2620	120524	109396
2621	120575	109354
2622	120627	109314
2623	120675	109270
2624	120724	109227
2625	120776	109186
2626	120824	109141
2627	120872	109098
2628	120922	109055
2629	120967	109008
2630	121013	108962
2631	121060	108917
2632	121109	108874
2633	121158	108831
2634	121203	108784
2635	121252	108740
2636	121300	108696
2637	121349	108653
2638	121397	108609
2639	121445	108564
2640	121495	108522
2641	121541	108476
2642	121585	108428
2643	121634	108385
2644	121683	108342
2645	121734	108300
2646	121780	108254
2647	121826	108208
2648	121881	108170
2649	121932	108129
2650	121983	108087
2651	122028	108040
2652	122081	108000
2653	122130	107957
2654	122178	107912
2655	122224	107866
2656	122276	107826
2657	122324	107781
2658	122375	107739
2659	122425	107697
2660	122471	107651
2661	122524	107611
2662	122575	107569
2663	122625	107527
2664	122674	107484
2665	122728	107444
2666	122776	107400
2667	122827	107359
2668	122880	107319
2669	122926	107273
2670	122980	107233
2671	123029	107190
2672	123080	107148
2673	123133	107108
2674	123186	107069
2675	123237	107026
2676	123287	106984
2677	123338	106942
2678	123396	106907
2679	123442	106860
2680	123490	106815
2681	123540	106773
2682	123593	106733
2683	123649	106695
2684	123709	106661
2685	123758	106618
2686	123806	106574
2687	123859	106533
2688	123908	106490
2689	123957	106446
2690	124008	106404
2691	124054	106358
2692	124100	106312
2693	124152	106271
2694	124199	106226
2695	124247	106181
2696	124296	106138
2697	124345	106094
2698	124391	106048
2699	124440	106005
2700	124484	105956
2701	124532	105912
2702	124579	105866
2703	124624	105820
2704	124671	105775
2705	124722	105733
2706	124771	105689
2707	124819	105645
2708	124869	105601
2709	124915	105555
2710	124961	105509
2711	125006	105462
2712	125053	105417
2713	125101	105372
2714	125153	105331
2715	125200	105286
2716	125247	105241
2717	125294	105195
2718	125344	105152
2719	125393	105108
2720	125440	105063
2721	125486	105018
2722	125535	104974
2723	125582	104928
2724	125633	104886
2725	125681	104842
2726	125727	104795
2727	125775	104751
2728	125820	104704
2729	125870	104661
2730	125894	104597
2731	125944	104554
2732	125990	104508
2733	126037	104462
2734	126083	104416
2735	126130	104370
2736	126176	104325
2737	126225	104280
2738	126269	104233
2739	126318	104189
2740	126364	104143
2741	126409	104096
2742	126455	104050
2743	126501	104004
2744	126549	103959
2745	126597	103914
2746	126648	103873
2747	126698	103830
2748	126744	103783
2749	126793	103739
2750	126842	103696
2751	126889	103651
2752	126934	103603
2753	126982	103559
2754	127028	103513
2755	127076	103468
2756	127120	103421
2757	127167	103375
2758	127216	103331
2759	127262	103285
2760	127310	103240
2761	127356	103194
2762	127405	103150
2763	127449	103103
2764	127501	103061
2765	127548	103016
2766	127593	102969
2767	127643	102926
2768	127691	102882
2769	127736	102834
2770	127762	102772
2771	127809	102726
2772	127855	102681
2773	127901	102634
2774	127948	102589
2775	127996	102544
2776	128044	102500
2777	128092	102455
2778	128139	102410
2779	128185	102364
2780	128233	102319
2781	128278	102272
2782	128324	102225
2783	128371	102180
2784	128418	102135
2785	128463	102088
2786	128512	102044
2787	128561	102000
2788	128608	101955
2789	128654	101909
2790	128703	101865
2791	128751	101820
2792	128796	101773
2793	128843	101728
2794	128888	101681
2795	128933	101634
2796	128982	101590
2797	129027	101543
2798	129074	101498
2799	129121	101452
2800	129170	101408
2801	129213	101360
2802	129258	101313
2803	129304	101266
2804	129349	101219
2805	129396	101174
2806	129442	101128
2807	129488	101081
2808	129532	101034
2809	129581	100990
2810	129629	100946
2811	129680	100903
2812	129729	100859
2813	129776	100814
2814	129824	100769
2815	129870	100723
2816	129918	100679
2817	129966	100634
2818	130012	100587
2819	130030	100520
2820	130077	100474
2821	130124	100429
2822	130174	100386
2823	130222	100341
2824	130267	100294
2825	130313	100248
2826	130347	100192
2827	130392	100146
2828	130439	100100
2829	130486	100055
2830	130531	100007
2831	130578	99962
2832	130625	99917
2833	130675	99874
2834	130723	99829
2835	130772	99785
2836	130816	99737
2837	130865	99693
2838	130913	99649
2839	130958	99601
2840	130975	99534
2841	131021	99487
2842	131065	99440
2843	131112	99394
2844	131160	99350
2845	131209	99306
2846	131256	99260
2847	131302	99214
2848	131351	99170
2849	131397	99124
2850	131443	99078
2851	131490	99032
2852	131540	98989
2853	131585	98942
2854	131632	98897
2855	131681	98853
2856	131727	98806
2857	131773	98761
2858	131819	98714
2859	131865	98668
2860	131910	98621
2861	131957	98576
2862	132004	98530
2863	132049	98483
2864	132096	98438
2865	132143	98393
2866	132190	98347
2867	132239	98303
2868	132289	98260
2869	132334	98213
2870	132381	98168
2871	132428	98122
2872	132474	98076
2873	132521	98030
2874	132566	97983
2875	132612	97937
2876	132662	97894
2877	132708	97848
2878	132755	97802
2879	132771	97734
2880	132820	97690
2881	132864	97642
2882	132910	97596
2883	132955	97549
2884	133005	97506
2885	133051	97460
2886	133095	97412
2887	133146	97370
2888	133192	97323
2889	133240	97279
2890	133290	97236
2891	133338	97191
2892	133387	97147
2893	133431	97099
2894	133476	97052
2895	133525	97009
2896	133571	96962
2897	133615	96914
2898	133664	96871
2899	133717	96830
2900	133766	96786
2901	133815	96742
2902	133868	96701
2903	133923	96660
2904	133974	96618
2905	134022	96573
2906	134069	96528
2907	134118	96483
2908	134166	96439
2909	134213	96393
2910	134261	96348
2911	134314	96308
2912	134359	96261
2913	134408	96216
2914	134456	96172
2915	134505	96127
2916	134552	96082
2917	134599	96037
2918	134648	95993
2919	134696	95947
2920	134744	95903
2921	134790	95857
2922	134837	95811
2923	134883	95765
2924	134934	95722
2925	134980	95676
2926	135029	95632
2927	135077	95587
2928	135127	95544
2929	135178	95501
2930	135226	95456
2931	135273	95411
2932	135322	95366
2933	135370	95322
2934	135421	95279
2935	135472	95236
2936	135521	95193
2937	135569	95148
2938	135615	95101
2939	135672	95063
2940	135719	95017
2941	135768	94973
2942	135815	94927
2943	135861	94881
2944	135907	94835
2945	135955	94790
2946	136002	94745
2947	136052	94701
2948	136100	94656
2949	136145	94609
2950	136193	94564
2951	136240	94518
2952	136285	94472
2953	136333	94427
2954	136382	94382
2955	136425	94335
2956	136475	94291
2957	136522	94245
2958	136568	94199
2959	136615	94153
2960	136667	94111
2961	136715	94066
2962	136761	94020
2963	136783	93958
2964	136829	93911
2965	136876	93866
2966	136922	93819
2967	136966	93772
2968	137012	93725
2969	137058	93679
2970	137107	93635
2971	137154	93589
2972	137199	93543
2973	137246	93497
2974	137290	93449
2975	137337	93404
2976	137384	93358
2977	137429	93312
2978	137477	93267
2979	137526	93222
2980	137573	93176
2981	137620	93131
2982	137669	93087
2983	137715	93041
2984	137759	92993
2985	137809	92949
2986	137853	92902
2987	137899	92855
2988	137943	92808
2989	137990	92763
2990	138036	92716
2991	138082	92670
2992	138126	92622
2993	138173	92577
2994	138219	92531
2995	138267	92485
2996	138312	92439
2997	138356	92391
2998	138401	92344
2999	138451	92300
3000	138496	92254
3001	138542	92207
3002	138588	92161
3003	138637	92117
3004	138683	92071
3005	138732	92026
3006	138776	91979
3007	138824	91934
3008	138871	91888
3009	138916	91841
3010	138959	91793
3011	139008	91749
3012	139052	91701
3013	139099	91656
3014	139146	91610
3015	139195	91566
3016	139240	91519
3017	139289	91475
3018	139334	91427
3019	139378	91380
3020	139425	91334
3021	139471	91288
3022	139517	91242
3023	139562	91195
3024	139613	91152
3025	139657	91105
3026	139705	91059
3027	139750	91013
3028	139796	90966
3029	139841	90920
3030	139889	90875
3031	139935	90828
3032	139980	90782
3033	140028	90736
3034	140072	90689
3035	140119	90643
3036	140164	90596
3037	140210	90550
3038	140256	90504
3039	140303	90459
3040	140351	90413
3041	140400	90369
3042	140447	90323
3043	140494	90278
3044	140538	90230
3045	140584	90184
3046	140632	90139
3047	140676	90092
3048	140721	90045
3049	140773	90002
3050	140820	89957
3051	140868	89911
3052	140913	89865
3053	140959	89818
3054	141005	89772
3055	141050	89726
3056	141099	89681
3057	141147	89636
3058	141193	89590
3059	141238	89543
3060	141284	89497
3061	141332	89452
3062	141380	89406
3063	141423	89359
3064	141454	89303
3065	141504	89259
3066	141551	89213
3067	141600	89169
3068	141651	89126
3069	141698	89081
3070	141743	89033
3071	141792	88989
3072	141839	88943
3073	141886	88898
3074	141931	88851
3075	141982	88808
3076	142030	88763
3077	142075	88716
3078	142122	88670
3079	142142	88608
3080	142186	88560
3081	142235	88516
3082	142283	88471
3083	142330	88425
3084	142376	88379
3085	142423	88333
3086	142468	88287
3087	142515	88241
3088	142562	88195
3089	142608	88149
3090	142656	88104
3091	142703	88059
3092	142751	88013
3093	142797	87967
3094	142843	87921
3095	142887	87874
3096	142935	87828
3097	142984	87784
3098	143031	87738
3099	143062	87683
3100	143112	87639
3101	143157	87592
3102	143202	87546
3103	143250	87501
3104	143296	87454
3105	143343	87409
3106	143388	87362
3107	143435	87316
3108	143480	87269
3109	143525	87222
3110	143574	87178
3111	143621	87132
3112	143667	87086
3113	143713	87040
3114	143760	86994
3115	143806	86948
3116	143855	86903
3117	143900	86857
3118	143945	86810
3119	143990	86763
3120	144036	86717
3121	144082	86671
3122	144130	86625
3123	144174	86578
3124	144219	86531
3125	144269	86488
3126	144317	86442
3127	144362	86396
3128	144408	86349
3129	144453	86302
3130	144499	86256
3131	144546	86210
3132	144592	86164
3133	144641	86120
3134	144688	86074
3135	144735	86028
3136	144782	85983
3137	144830	85938
3138	144878	85893
3139	144927	85848
3140	144971	85801
3141	145021	85757
3142	145066	85710
3143	145113	85664
3144	145157	85617
3145	145205	85572
3146	145250	85525
3147	145296	85479
3148	145344	85434
3149	145390	85388
3150	145437	85342
3151	145483	85295
3152	145527	85248
3153	145573	85202
3154	145626	85160
3155	145670	85112
3156	145720	85068
3157	145766	85022
3158	145812	84976
3159	145860	84931
3160	145904	84883
3161	145953	84839
3162	145998	84792
3163	146044	84746
3164	146078	84693
3165	146123	84646
3166	146168	84599
3167	146217	84554
3168	146263	84508
3169	146311	84463
3170	146344	84409
3171	146389	84363
3172	146435	84316
3173	146481	84270
3174	146527	84224
3175	146573	84178
3176	146622	84133
3177	146670	84088
3178	146716	84042
3179	146762	83995
3180	146807	83949
3181	146854	83903
3182	146900	83857
3183	146934	83804
3184	146981	83758
3185	147028	83712
3186	147073	83666
3187	147121	83621
3188	147167	83574
3189	147212	83527
3190	147259	83482
3191	147302	83434
3192	147349	83388
3193	147397	83343
3194	147445	83298
3195	147495	83254
3196	147542	83209
3197	147595	83166
3198	147641	83120
3199	147686	83073
3200	147732	83027
3201	147777	82980
3202	147821	82933
3203	147867	82886
3204	147912	82840
3205	147961	82795
3206	148006	82748
3207	148052	82702
3208	148098	82656
3209	148143	82609
3210	148189	82563
3211	148233	82515
3212	148280	82470
3213	148327	82424
3214	148371	82377
3215	148419	82332
3216	148465	82285
