,0
1099,-4.165972288741102
1100,-2.6569690041576166
1101,-1.2985665094355312
1102,0.6218857847093204
1103,2.391737288992772
1104,4.010988003414795
1105,5.670592077859681
1106,1.4084349563568423
1107,-1.2669910349218299
1108,-2.3556858959763645
1109,-3.8695440819797824
1110,-3.7966711377590485
1111,-4.148961518487184
1112,-4.9264152241642165
1113,-5.589946760269868
1114,-4.6667471661513815
1115,-4.168710896981764
1116,-4.0958379527610305
1117,-3.909042838968915
1118,-4.147411050125683
1119,-4.271857091711055
1120,-4.282380963725046
1121,-4.323430189075694
1122,-4.56317155406326
1123,-4.749673520692696
1124,-4.8829360889640085
1125,-5.030464111030909
1126,-5.12475273473968
1127,-5.233306812244038
1128,-5.35612634354397
1129,-5.475123458019681
1130,-5.540881174137304
1131,-5.620904344050508
1132,-5.715192967759279
1133,-5.805659174643864
1134,-5.910390835324023
1135,-6.011300079179989
1136,-6.108386906211763
1137,-6.206497946744719
1138,-3.9716129011755896
1139,-2.3618522728224747
1140,-1.3772160616854023
1141,-0.22507826778630857
1142,0.3019351088967568
1143,0.9964500683418294
1144,1.8584666105489234
1145,2.67560123892401
1146,2.8676114500830323
1147,3.2271232440040905
1148,3.7541366206871487
1149,4.236268083538185
1150,4.885901129151264
1151,5.490652260932308
1152,6.050521478881336
1153,6.622416769396416
1154,-1.9665824990591503
1155,-8.100927468491854
1156,-11.780618138901715
1157,-16.118031446432326
1158,-18.000790454940095
1159,-20.54127210056862
1160,-23.73947638331792
1161,-26.761444416607013
1162,-27.328758150873256
1163,-28.553794522260276
1164,-30.436553530768037
1165,-32.143076289815625
1166,-34.50732168598398
1167,-36.695330832692164
1168,-38.70710372994019
1169,-40.76609898790812
1170,-13.683566633775413
1171,5.590516930485677
1172,17.056151704875134
1173,30.61405402665048
1174,36.36350755855413
1175,44.20522863784373
1176,54.13921726451915
1177,63.51258449152273
1178,65.0775029286547
1179,68.7346889131725
1180,74.48414244507617
1181,79.67297457730797
1182,86.95407425692565
1183,93.6745525368714
1184,99.83440941714528
1185,106.14448434872085
1186,80.23248607013679
1187,62.95436628667147
1188,54.310124998324966
1189,43.35244293966292
1190,41.028639376119685
1191,36.391395042260996
1192,29.440709938086712
1193,23.10990942005577
1194,25.412987397143553
1195,25.402624603915825
1196,23.07882104037259
1197,21.374902062972637
1198,17.357542315257177
1199,13.960067153685003
1200,11.182476578256114
1201,8.238788428569592
1202,1.3076153876040735
1203,-4.555114296911938
1204,-9.349400624978415
1205,-14.429975487563922
1206,-18.44210699369995
1207,-22.740527034354997
1208,-27.32523560952913
1209,-31.833233403076548
1210,-35.2727878401745
1211,-38.9986308117915
1212,-43.01076231792746
1213,-46.9461830424368
1214,-51.16789230146523
1215,-55.31289077886696
1216,-59.381178474641956
1217,-63.47002076240463
1218,-49.49404602008295
1219,-40.35852441238836
1220,-36.06345593932083
1221,-30.471391957829326
1222,-29.719781110964874
1223,-27.671174755676418
1224,-24.325572891963915
1225,-21.327499927320446
1226,-23.169880097304073
1227,-23.715264758863654
1228,-22.96365391199923
1229,-22.559571964203826
1230,-20.85849450798439
1231,-19.504945950833942
1232,-18.498926292752515
1233,-17.39978654681906
1234,-12.707417739908081
1235,-8.97785175810607
1236,-6.211088601413024
1237,-3.1863432052615934
1238,-1.124400634219171
1239,1.1955241762816087
1240,3.7734312262407457
1241,6.282212143475434
1242,7.8281902356011415
1243,9.632150567185192
1244,11.694093138227629
1245,13.686909576545602
1246,15.937708254321947
1247,18.119380799373843
1248,20.231927211701304
1249,22.362995915468147
